,0,1
276,1,5
277,0,6
278,0,6
279,0,6
280,0,6
281,1,5
282,1,5
283,1,3
284,1,3
285,1,3
286,1,3
287,0,6
288,1,4
289,1,3
290,1,4
291,1,7
292,1,3
293,1,2
294,1,7
295,1,5
296,1,5
297,1,5
298,1,3
299,1,5
300,1,5
301,1,3
302,1,3
303,0,6
304,1,3
305,1,5
306,1,3
307,0,6
308,1,5
309,1,3
310,1,2
311,0,6
312,1,3
313,1,5
314,0,6
315,1,5
316,0,6
317,1,5
318,1,3
319,1,5
320,1,3
321,1,5
322,1,4
323,1,4
324,0,6
325,1,5
326,0,6
327,1,3
328,0,6
329,1,5
330,1,3
331,1,5
332,1,5
333,0,6
334,1,3
335,1,5
336,1,3
337,0,6
338,1,5
339,1,4
340,1,3
341,0,6
342,1,5
343,0,6
344,0,6
345,0,6
346,1,2
347,0,6
348,0,6
349,1,3
350,0,6
351,1,3
352,1,3
353,1,3
354,0,6
355,1,3
356,1,5
357,1,7
358,1,3
359,1,3
360,0,6
361,1,7
362,1,5
363,0,6
364,0,6
365,1,5
366,0,6
367,1,4
368,1,3
369,1,4
370,1,3
371,1,5
372,1,5
373,1,7
374,1,5
375,1,5
376,0,6
377,0,6
378,0,6
379,1,3
380,1,3
381,0,6
382,1,4
383,0,6
384,1,7
385,1,5
386,0,6
387,1,3
388,1,4
389,1,5
390,0,6
391,1,3
392,1,5
393,1,7
394,0,6
395,0,6
396,1,5
397,1,3
398,1,5
399,1,3
400,1,4
401,1,7
402,0,6
403,1,4
404,1,3
405,1,3
406,1,5
407,0,6
408,0,6
409,1,3
410,0,6
411,1,4
412,0,6
413,1,3
414,1,5
415,1,3
416,0,6
417,1,3
418,1,5
419,1,5
420,0,6
421,1,3
422,1,4
423,1,7
424,0,6
425,0,6
426,0,6
427,1,5
428,1,5
429,1,7
430,0,6
431,0,6
432,1,5
433,1,5
434,1,5
435,1,3
436,0,6
437,1,5
438,1,3
439,1,5
440,1,3
441,1,3
442,0,6
443,1,3
444,1,4
445,0,6
446,1,3
447,1,8
448,1,3
449,1,3
450,1,3
451,0,6
452,1,5
453,1,5
454,1,3
455,0,6
456,1,3
457,1,3
458,0,6
459,1,0
460,1,3
461,1,3
462,1,6
463,0,6
464,0,6
465,0,6
466,1,4
467,1,3
468,1,7
469,1,5
470,1,3
471,1,4
472,1,3
473,0,6
474,1,5
475,1,3
476,1,4
477,1,5
478,1,4
479,0,6
480,1,4
481,0,6
482,1,7
483,1,5
484,0,6
485,1,5
486,0,6
487,0,6
488,1,7
489,1,3
490,1,5
491,0,6
492,1,4
493,0,6
494,1,7
495,1,3
496,0,6
497,1,1
498,1,3
499,1,5
500,0,6
501,1,4
502,1,4
503,1,5
504,1,4
505,1,8
506,0,6
507,0,6
508,1,3
509,0,6
510,1,3
511,1,5
512,0,6
513,1,5
514,0,6
515,0,6
516,1,3
517,1,3
518,0,6
519,0,6
520,1,7
521,0,6
522,1,3
523,0,6
524,1,5
525,1,3
526,1,5
527,1,2
528,1,3
529,1,3
530,1,5
531,1,5
532,1,3
533,1,4
534,1,3
535,0,6
536,1,5
537,1,3
538,1,3
539,0,6
540,1,4
541,1,7
542,0,6
543,0,6
544,1,3
545,0,6
546,1,5
547,1,5
548,1,2
549,0,6
550,1,5
551,1,3
552,1,5
553,1,5
554,1,4
555,0,6
556,1,5
557,1,2
558,1,5
559,1,3
560,1,3
561,0,6
562,1,2
563,0,6
564,0,6
565,1,5
566,0,6
567,1,5
568,1,3
569,1,3
570,1,5
571,1,4
572,1,5
573,0,6
574,1,3
575,1,3
576,0,6
577,0,6
578,0,6
579,1,5
580,1,3
581,1,5
582,1,3
583,0,6
584,1,3
585,1,4
586,1,5
587,1,3
588,0,6
589,1,3
590,1,5
591,1,5
592,0,6
593,0,6
594,0,6
595,1,3
596,1,3
597,1,3
598,1,5
599,1,5
600,1,4
601,1,3
602,0,6
603,1,4
604,0,6
605,1,3
606,0,6
607,1,4
608,1,3
609,1,5
610,1,5
611,0,6
612,0,6
613,1,7
614,0,6
615,0,6
616,0,6
617,1,4
618,1,4
619,0,6
620,0,6
621,1,4
622,0,6
623,0,6
624,0,6
625,0,6
626,1,4
627,1,3
628,1,3
629,1,5
630,1,4
631,1,3
632,1,3
633,1,3
634,1,5
635,1,3
636,0,6
637,1,3
638,0,6
639,1,3
640,0,6
641,0,6
642,0,6
643,1,3
644,1,3
645,1,4
646,1,3
647,1,5
648,0,6
649,0,6
650,1,4
651,1,3
652,0,6
653,1,3
654,1,3
655,0,6
656,1,3
657,0,6
658,0,6
659,1,5
660,1,3
661,0,6
662,0,6
663,1,5
664,1,2
665,0,6
666,1,3
667,1,3
668,1,3
669,0,6
670,1,3
671,1,7
672,0,6
673,1,4
674,0,6
675,0,6
676,0,6
677,1,4
678,1,7
679,1,3
680,1,3
681,0,6
682,1,4
683,1,5
684,1,2
685,1,7
686,1,7
687,1,4
688,0,6
689,1,4
690,1,3
691,1,3
692,0,6
693,1,5
694,0,6
695,1,3
696,1,5
697,0,6
698,1,5
699,1,4
700,1,7
701,1,4
702,1,5
703,1,5
704,0,6
705,1,4
706,1,5
707,0,6
708,1,3
709,1,4
710,1,0
711,0,6
712,1,3
713,1,3
714,1,2
715,1,5
716,0,6
717,1,6
718,1,3
719,0,6
720,1,3
721,1,4
722,1,4
723,1,7
724,0,6
725,1,4
726,0,6
727,0,6
728,1,7
729,0,6
730,1,4
731,0,6
732,1,3
733,0,6
734,1,4
735,1,5
736,1,5
737,0,6
738,1,2
739,0,6
740,0,6
741,1,3
742,0,6
743,1,5
744,1,2
745,1,7
746,1,3
747,1,3
748,1,6
749,1,7
750,1,5
751,1,3
752,0,6
753,1,5
754,0,6
755,1,4
756,1,5
757,1,3
758,1,5
759,0,6
760,1,5
761,1,3
762,0,6
763,1,5
764,1,3
765,1,4
766,0,6
767,1,2
768,1,4
769,0,6
770,1,7
771,1,5
772,1,3
773,0,6
774,1,4
775,1,3
776,1,1
777,0,6
778,1,7
779,1,2
780,1,5
781,1,3
782,1,7
783,1,7
784,1,3
785,1,3
786,1,3
787,0,6
788,1,3
789,1,5
790,1,3
791,1,5
792,1,3
793,1,5
794,1,3
795,1,3
796,1,7
797,0,6
798,1,8
799,0,6
800,1,4
801,1,5
802,1,3
803,1,1
804,1,5
805,0,6
806,0,6
807,0,6
808,1,3
809,0,6
810,1,5
811,0,6
812,1,5
813,1,5
814,0,6
815,1,3
816,1,3
817,0,6
818,1,7
819,1,5
820,1,5
821,1,3
822,1,5
823,1,3
824,0,6
825,1,3
826,1,3
827,0,6
828,0,6
829,0,6
830,1,7
831,0,6
832,1,5
833,0,6
834,0,6
835,1,3
836,1,3
837,1,3
838,1,3
839,0,6
840,1,5
841,1,2
842,0,6
843,1,3
844,0,6
845,1,5
846,0,6
847,1,5
848,0,6
849,1,5
850,1,4
851,1,5
852,0,6
853,1,4
854,1,8
855,1,5
856,1,4
857,1,3
858,0,6
859,1,4
860,1,5
861,0,6
862,0,6
863,1,5
864,1,4
865,1,3
866,1,3
867,1,3
868,1,5
869,1,5
870,0,6
871,1,3
872,0,6
873,1,5
874,1,7
875,0,6
876,1,5
877,0,6
878,1,3
879,1,3
880,1,5
881,0,6
882,0,6
883,1,5
884,1,5
885,0,6
886,1,2
887,1,5
888,1,4
889,0,6
890,1,3
891,0,6
892,1,5
893,1,7
894,0,6
895,1,5
896,1,3
897,1,3
898,0,6
899,1,4
900,1,2
901,1,5
902,1,3
903,1,3
904,0,6
905,1,3
906,0,6
907,1,3
908,0,6
909,0,6
910,0,6
911,1,5
912,0,6
913,0,6
914,1,5
915,1,5
916,1,6
917,1,5
918,1,4
919,1,7
920,1,3
921,1,4
922,1,5
923,1,3
924,1,4
925,1,3
926,1,4
927,1,5
928,1,3
929,0,6
930,0,6
931,1,2
932,1,2
933,1,5
934,1,7
935,1,3
936,1,5
937,0,6
938,0,6
939,1,3
940,1,3
941,1,3
942,1,5
943,1,5
944,0,6
945,0,6
946,1,5
947,1,3
948,1,4
949,1,5
950,1,3
951,0,6
952,1,5
953,1,4
954,0,6
955,0,6
956,1,4
957,1,3
958,0,6
959,1,3
960,1,3
961,1,5
962,1,2
963,1,3
964,0,6
965,0,6
966,1,5
967,0,6
968,1,3
969,1,4
970,1,3
971,0,6
972,1,3
973,0,6
974,0,6
975,1,3
976,1,7
977,0,6
978,1,3
979,0,6
980,1,4
981,1,7
982,0,6
983,0,6
984,0,6
985,1,3
986,1,5
987,1,5
988,0,6
989,1,4
990,1,3
991,1,5
992,1,3
993,1,5
994,1,7
995,0,6
996,0,6
997,1,5
998,1,5
999,1,3
1000,1,3
1001,1,3
1002,1,5
1003,1,5
1004,1,5
1005,0,6
1006,0,6
1007,1,3
1008,1,5
1009,1,4
1010,1,3
1011,0,6
1012,1,5
1013,1,3
1014,1,5
1015,1,4
1016,0,6
1017,0,6
1018,1,5
1019,1,3
1020,1,3
1021,1,5
1022,1,5
1023,0,6
1024,1,3
1025,0,6
1026,0,6
1027,1,5
1028,1,3
1029,1,3
1030,1,3
1031,1,3
1032,0,6
1033,1,3
1034,0,6
1035,1,3
1036,0,6
1037,0,6
1038,0,6
1039,0,6
1040,1,7
1041,1,4
1042,1,3
1043,0,6
1044,0,6
1045,0,6
1046,1,3
1047,1,3
1048,1,3
1049,1,2
1050,1,5
1051,1,3
1052,1,3
1053,1,5
1054,1,5
1055,1,3
1056,1,3
1057,0,6
1058,1,3
1059,1,5
1060,0,6
1061,1,4
1062,0,6
1063,1,3
1064,0,6
1065,1,5
1066,1,5
1067,1,4
1068,1,4
1069,1,7
1070,1,5
1071,1,5
1072,1,3
1073,1,3
1074,1,3
1075,1,5
1076,1,3
1077,0,6
1078,0,6
1079,0,6
1080,0,6
1081,0,6
1082,0,6
1083,0,6
1084,0,6
1085,1,5
1086,1,5
1087,0,6
1088,1,3
1089,1,2
1090,1,3
1091,1,3
1092,1,3
1093,1,3
1094,1,3
1095,1,2
1096,0,6
1097,0,6
1098,1,3
1099,1,7
1100,0,6
1101,1,5
1102,1,4
1103,1,7
1104,1,5
1105,0,6
1106,1,3
1107,1,5
1108,1,3
1109,1,4
1110,1,4
1111,0,6
1112,1,3
1113,1,5
1114,1,7
1115,1,3
1116,1,7
1117,0,6
1118,1,2
1119,0,6
1120,1,5
1121,0,6
1122,1,3
1123,1,3
1124,0,6
1125,1,5
1126,0,6
1127,0,6
1128,1,5
1129,1,3
1130,1,5
1131,1,3
1132,0,6
1133,1,5
1134,1,5
1135,1,5
1136,0,6
1137,1,3
1138,1,3
1139,1,5
1140,1,3
1141,1,5
1142,1,5
1143,1,5
1144,1,4
1145,1,5
1146,1,4
1147,1,5
1148,1,3
1149,0,6
1150,1,4
1151,0,6
1152,0,6
1153,1,3
1154,1,5
1155,1,5
1156,1,3
1157,1,5
1158,0,6
1159,1,3
1160,1,5
1161,1,5
1162,1,5
1163,1,5
1164,0,6
1165,1,4
1166,0,6
1167,1,4
1168,1,5
1169,1,4
1170,0,6
1171,1,5
1172,0,6
1173,1,3
1174,1,5
1175,0,6
1176,1,4
1177,1,5
1178,1,3
1179,0,6
1180,1,3
1181,1,4
1182,0,6
1183,0,6
1184,0,6
1185,0,6
1186,0,6
1187,1,7
1188,1,4
1189,1,3
1190,1,3
1191,0,6
1192,1,3
1193,1,4
1194,1,3
1195,1,2
1196,1,4
1197,1,3
1198,0,6
1199,0,6
1200,1,7
1201,0,6
1202,0,6
1203,1,4
1204,1,2
1205,1,4
1206,1,5
1207,0,6
1208,0,6
1209,0,6
1210,1,3
1211,0,6
1212,1,4
1213,1,3
1214,0,6
1215,1,2
1216,0,6
1217,1,4
1218,1,2
1219,0,6
1220,1,3
1221,1,3
1222,1,4
1223,1,4
1224,1,5
1225,0,6
1226,1,3
1227,0,6
1228,1,2
1229,0,6
1230,0,6
1231,1,5
1232,1,4
1233,1,3
1234,1,2
1235,1,3
1236,1,5
1237,1,5
1238,1,5
1239,0,6
1240,0,6
1241,1,4
1242,0,6
1243,1,4
1244,1,5
1245,1,5
1246,1,7
1247,0,6
1248,1,2
1249,1,4
1250,0,6
1251,1,7
1252,1,5
1253,1,2
1254,1,3
1255,1,5
1256,1,5
1257,0,6
1258,1,5
1259,1,3
1260,1,3
1261,1,2
1262,1,5
1263,0,6
1264,1,3
1265,1,2
1266,1,2
1267,1,4
1268,1,3
1269,1,3
1270,0,6
1271,0,6
1272,1,5
1273,1,5
1274,1,3
1275,0,6
1276,1,3
1277,1,3
1278,0,6
1279,1,4
1280,0,6
1281,1,4
1282,0,6
1283,1,3
1284,1,3
1285,0,6
1286,1,4
1287,1,3
1288,1,3
1289,0,6
1290,1,7
1291,1,5
1292,0,6
1293,1,3
1294,1,7
1295,1,5
1296,1,3
1297,1,3
1298,1,5
1299,1,5
1300,1,3
1301,1,4
1302,0,6
1303,1,4
1304,1,3
1305,1,3
1306,1,5
1307,0,6
1308,1,2
1309,1,3
1310,1,8
1311,0,6
1312,1,5
1313,0,6
1314,1,5
1315,1,5
1316,1,5
1317,0,6
1318,1,3
1319,0,6
1320,1,5
1321,1,5
1322,1,3
1323,1,7
1324,1,4
1325,1,2
1326,0,6
1327,1,5
1328,0,6
1329,0,6
1330,1,7
1331,1,3
1332,1,5
1333,1,3
1334,1,3
1335,1,3
1336,0,6
1337,1,7
1338,1,3
1339,0,6
1340,0,6
1341,0,6
1342,1,3
1343,1,3
1344,1,3
1345,1,3
1346,0,6
1347,1,5
1348,0,6
1349,1,5
1350,0,6
1351,1,5
1352,1,3
1353,1,5
1354,0,6
1355,0,6
1356,1,4
1357,1,3
1358,1,5
1359,1,5
1360,0,6
1361,0,6
1362,1,3
1363,0,6
1364,0,6
1365,1,3
1366,1,5
1367,1,3
1368,1,2
1369,1,3
1370,1,3
1371,0,6
1372,0,6
1373,1,5
1374,1,3
1375,1,7
1376,1,5
1377,1,3
1378,1,7
1379,0,6
1380,1,5
1381,0,6
1382,0,6
1383,0,6
1384,1,1
1385,1,5
1386,0,6
1387,0,6
1388,1,3
1389,1,5
1390,1,4
1391,1,5
1392,1,8
1393,1,3
1394,1,3
1395,0,6
1396,1,4
1397,1,3
1398,1,3
1399,1,3
1400,1,5
1401,1,3
1402,1,5
1403,1,3
1404,1,3
1405,1,5
1406,1,4
1407,0,6
1408,1,4
1409,1,2
1410,1,3
1411,1,7
1412,0,6
1413,0,6
1414,1,5
1415,1,3
1416,1,3
1417,0,6
1418,1,5
1419,1,2
1420,1,2
1421,1,3
1422,1,5
1423,1,5
1424,1,5
1425,1,5
1426,1,5
1427,1,4
1428,1,5
1429,1,5
1430,1,3
1431,1,3
1432,0,6
1433,1,3
1434,1,4
1435,1,3
1436,1,7
1437,0,6
1438,1,3
1439,1,3
1440,1,3
1441,0,6
1442,0,6
1443,1,3
1444,0,6
1445,1,4
1446,0,6
1447,1,3
1448,1,3
1449,1,3
1450,1,5
1451,1,5
1452,1,4
1453,0,6
1454,1,5
1455,1,5
1456,0,6
1457,1,3
1458,1,3
1459,0,6
1460,1,3
1461,1,5
1462,1,4
1463,1,2
1464,1,3
1465,1,2
1466,1,5
1467,0,6
1468,0,6
1469,0,6
1470,1,4
1471,0,6
1472,1,5
1473,0,6
1474,0,6
1475,1,3
1476,1,3
1477,1,4
1478,1,7
1479,0,6
1480,0,6
1481,0,6
1482,1,5
1483,1,3
1484,1,3
1485,0,6
1486,1,2
1487,1,3
1488,0,6
1489,1,3
1490,0,6
1491,0,6
1492,1,5
1493,1,3
1494,0,6
1495,0,6
1496,0,6
1497,0,6
1498,1,3
1499,1,5
1500,1,5
1501,1,5
1502,0,6
1503,1,3
1504,1,5
1505,0,6
1506,1,3
1507,1,3
1508,0,6
1509,0,6
1510,1,5
1511,0,6
1512,1,3
1513,0,6
1514,1,3
1515,1,5
1516,1,2
1517,1,5
1518,0,6
1519,1,0
1520,1,2
1521,1,3
1522,1,5
1523,1,3
1524,0,6
1525,1,3
1526,0,6
1527,1,3
1528,1,5
1529,1,5
1530,1,5
1531,1,3
1532,0,6
1533,0,6
1534,0,6
1535,1,7
1536,0,6
1537,1,5
1538,1,5
1539,1,5
1540,1,3
1541,1,5
1542,1,5
1543,0,6
1544,1,3
1545,1,4
1546,0,6
1547,1,3
1548,0,6
1549,1,3
1550,1,3
1551,0,6
1552,1,4
1553,1,5
1554,0,6
1555,1,2
1556,0,6
1557,1,4
1558,1,2
1559,1,5
1560,0,6
1561,1,3
1562,1,5
1563,1,3
1564,1,3
1565,1,7
1566,1,5
1567,1,5
1568,1,3
1569,1,5
1570,1,3
1571,0,6
1572,1,3
1573,1,5
1574,0,6
1575,0,6
1576,1,4
1577,0,6
1578,1,3
1579,1,5
1580,1,3
1581,1,4
1582,1,5
1583,0,6
1584,1,3
1585,1,3
1586,1,3
1587,1,5
1588,1,5
1589,1,5
1590,1,5
1591,1,5
1592,1,4
1593,1,3
1594,0,6
1595,1,5
1596,1,2
1597,1,4
1598,1,4
1599,0,6
1600,1,5
1601,1,3
1602,1,3
1603,1,3
1604,0,6
1605,1,7
1606,0,6
1607,1,4
1608,0,6
1609,0,6
1610,1,4
1611,1,5
1612,0,6
1613,1,5
1614,0,6
1615,0,6
1616,1,3
1617,0,6
1618,0,6
1619,1,4
1620,1,3
1621,1,4
1622,1,4
1623,0,6
1624,1,3
1625,0,6
1626,1,4
1627,0,6
1628,1,3
1629,1,7
1630,1,4
1631,1,5
1632,0,6
1633,0,6
1634,1,4
1635,0,6
1636,1,3
1637,0,6
1638,1,5
1639,1,3
1640,1,5
1641,0,6
1642,1,5
1643,1,3
1644,0,6
1645,0,6
1646,0,6
1647,1,4
1648,0,6
1649,1,5
1650,0,6
1651,1,4
1652,1,3
1653,1,5
1654,1,3
1655,1,3
1656,1,4
1657,1,4
1658,0,6
1659,1,4
1660,1,4
1661,0,6
1662,1,5
1663,1,5
1664,1,4
1665,1,7
1666,0,6
1667,1,3
1668,1,5
1669,1,5
1670,1,5
1671,1,7
1672,1,3
1673,1,7
1674,0,6
1675,0,6
1676,1,3
1677,0,6
1678,1,4
1679,1,3
1680,0,6
1681,1,5
1682,0,6
1683,0,6
1684,1,3
1685,0,6
1686,0,6
1687,1,3
1688,0,6
1689,1,3
1690,1,3
1691,1,4
1692,0,6
1693,0,6
1694,1,3
1695,0,6
1696,0,6
1697,1,3
1698,0,6
1699,1,7
1700,1,3
1701,1,3
1702,1,3
1703,1,8
1704,1,5
1705,1,5
1706,1,2
1707,1,2
1708,0,6
1709,1,5
1710,1,3
1711,0,6
1712,1,5
1713,1,4
1714,1,4
1715,1,5
1716,1,3
1717,0,6
1718,1,3
1719,1,3
1720,1,4
1721,1,5
1722,1,2
1723,1,7
1724,1,5
1725,1,0
1726,1,5
1727,1,5
1728,1,5
1729,1,7
1730,1,3
1731,1,5
1732,1,3
1733,1,5
1734,0,6
1735,1,5
1736,1,3
1737,1,5
1738,1,5
1739,0,6
1740,0,6
1741,1,3
1742,1,4
1743,1,7
1744,1,4
1745,1,5
1746,0,6
1747,0,6
1748,1,3
1749,1,3
1750,1,3
1751,1,7
1752,1,3
1753,1,5
1754,1,5
1755,1,4
1756,1,5
1757,0,6
1758,1,3
1759,0,6
1760,1,3
1761,0,6
1762,1,5
1763,1,4
1764,1,5
1765,1,4
1766,0,6
1767,1,7
1768,0,6
1769,1,4
1770,1,3
1771,1,3
1772,0,6
1773,1,3
1774,1,4
1775,1,3
1776,1,5
1777,0,6
1778,1,3
1779,1,3
1780,1,5
1781,0,6
1782,1,2
1783,0,6
1784,1,3
1785,1,3
1786,1,7
1787,0,6
1788,1,5
1789,1,3
1790,1,7
1791,1,3
1792,1,3
1793,1,5
1794,1,3
1795,0,6
1796,1,5
1797,1,0
1798,1,3
1799,1,3
1800,0,6
1801,1,4
1802,1,3
1803,1,3
1804,1,3
1805,1,3
1806,1,3
1807,1,4
1808,1,5
1809,0,6
1810,0,6
1811,1,5
1812,1,5
1813,0,6
1814,0,6
1815,1,2
1816,1,4
1817,0,6
1818,0,6
1819,1,5
1820,1,4
1821,0,6
1822,1,3
1823,1,3
1824,0,6
1825,0,6
1826,0,6
1827,1,2
1828,1,4
1829,0,6
1830,1,5
1831,0,6
1832,1,3
1833,0,6
1834,1,3
1835,1,5
1836,0,6
1837,0,6
1838,1,5
1839,1,3
1840,0,6
1841,0,6
1842,0,6
1843,1,2
1844,1,3
1845,1,3
1846,1,3
1847,1,5
1848,0,6
1849,1,5
1850,0,6
1851,0,6
1852,1,2
1853,1,4
1854,1,3
1855,1,7
1856,0,6
1857,1,5
1858,1,3
1859,0,6
1860,1,4
1861,1,3
1862,1,5
1863,0,6
1864,1,3
1865,1,3
1866,1,4
1867,1,5
1868,1,1
1869,0,6
1870,1,5
1871,1,5
1872,1,4
1873,1,3
1874,0,6
1875,1,5
1876,0,6
1877,1,4
1878,0,6
1879,1,3
1880,1,7
1881,0,6
1882,1,3
1883,1,7
1884,1,3
1885,0,6
1886,0,6
1887,1,3
1888,1,5
1889,0,6
1890,1,3
1891,1,5
1892,1,7
1893,1,4
1894,1,2
1895,1,4
1896,1,3
1897,1,7
1898,1,5
1899,0,6
1900,1,3
1901,0,6
1902,0,6
1903,1,3
1904,1,4
1905,1,5
1906,1,3
1907,1,4
1908,1,5
1909,0,6
1910,1,2
1911,0,6
1912,1,3
1913,1,4
1914,1,5
1915,0,6
1916,1,5
1917,1,4
1918,1,5
1919,0,6
1920,1,2
1921,1,4
1922,0,6
1923,1,5
1924,0,6
1925,0,6
1926,1,3
1927,1,5
1928,0,6
1929,0,6
1930,0,6
1931,0,6
1932,1,3
1933,0,4
1934,1,5
1935,1,3
1936,0,6
1937,1,5
1938,1,2
1939,0,6
1940,1,5
1941,1,3
1942,1,3
1943,1,3
1944,0,6
1945,1,5
1946,1,5
1947,1,5
1948,0,6
1949,1,5
1950,1,5
1951,1,3
1952,0,6
1953,1,3
1954,1,4
1955,1,2
1956,1,5
1957,1,3
1958,1,5
1959,0,6
1960,1,3
1961,1,3
1962,0,6
1963,1,3
1964,1,4
1965,1,4
1966,1,3
1967,0,6
1968,1,7
1969,1,3
1970,1,5
1971,1,7
1972,0,6
1973,1,3
1974,1,5
1975,1,4
1976,1,5
1977,0,6
1978,0,6
1979,1,2
1980,1,2
1981,1,5
1982,1,3
1983,0,6
1984,0,6
1985,1,3
1986,1,3
1987,0,6
1988,0,6
1989,1,3
1990,1,5
1991,1,4
1992,1,5
1993,1,5
1994,1,4
1995,0,6
1996,1,4
1997,0,6
1998,1,3
1999,1,4
2000,1,3
2001,1,5
2002,1,3
2003,1,4
2004,1,3
2005,1,3
2006,1,3
2007,1,6
2008,0,6
2009,1,5
2010,0,6
2011,1,5
2012,1,5
2013,1,3
2014,1,2
2015,0,6
2016,0,6
2017,1,5
2018,1,3
2019,1,4
2020,0,6
2021,1,3
2022,0,6
2023,0,6
2024,1,2
2025,1,4
2026,1,4
2027,1,2
2028,0,6
2029,1,4
2030,1,3
2031,1,5
2032,0,6
2033,1,5
2034,1,4
2035,0,6
2036,1,5
2037,1,5
2038,1,4
2039,1,5
2040,1,5
2041,1,3
2042,0,6
2043,1,2
2044,1,3
2045,1,3
2046,1,4
2047,0,6
2048,1,5
2049,1,5
2050,1,5
2051,0,6
2052,0,6
2053,1,3
2054,1,3
2055,1,5
2056,1,8
2057,1,3
2058,1,5
2059,0,6
2060,0,6
2061,0,6
2062,1,3
2063,0,6
2064,1,3
2065,1,4
2066,1,4
2067,0,6
2068,0,6
2069,0,6
2070,1,4
2071,0,6
2072,0,6
2073,1,5
2074,0,6
2075,1,3
2076,1,4
2077,0,6
2078,1,5
2079,1,3
2080,1,3
2081,1,5
2082,1,5
2083,1,4
2084,1,3
2085,1,5
2086,1,3
2087,0,6
2088,1,5
2089,1,7
2090,1,5
2091,1,3
2092,1,4
2093,1,5
2094,1,3
2095,1,5
2096,0,6
2097,0,6
2098,1,3
2099,1,5
2100,0,6
2101,0,6
2102,1,3
2103,1,3
2104,0,6
2105,1,7
2106,1,3
2107,0,6
2108,1,7
2109,0,6
2110,0,6
2111,1,2
2112,1,3
2113,0,6
2114,1,5
2115,1,6
2116,1,5
2117,1,3
2118,1,5
2119,1,4
2120,1,3
2121,1,5
2122,1,3
2123,1,5
2124,1,3
2125,1,4
2126,1,3
2127,0,6
2128,1,5
2129,0,6
2130,0,6
2131,1,5
2132,1,3
2133,0,6
2134,1,7
2135,1,3
2136,1,4
2137,1,5
2138,0,6
2139,1,3
2140,0,6
